('1','Факт/Базовый/SAS/1ый месяц год/первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-01-01 00:00:00', '570.118699999999', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-09-01 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-10-31 00:00:00', '15108.23422342', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-11-01 00:00:00', '16089.3434234', 'SAS', '8', '1', '1'),
('36','Факт/Базовый/SAS/12 м года/последний день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-12-31 00:00:00', '13189.43214234', 'SAS', '8', '1', '1'),
('37','Факт/Базовый/NSAS/1 м года/нет данных на начало года','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '3', '17', '228', '3', '32', '2018-01-07 00:00:00', '184.6', 'NSAS', '8', '1', '1'),
('38','Факт/Базовый/NSAS/2 м года/нет 7 4 за прошлый месяц','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '3', '17', '228', '3', '32', '2018-02-28 00:00:00', '554.4323423', 'NSAS', '8', '1', '1'),
('39','Факт/Базовый/NSAS/3 м года/нет 7 4 за первый месяц','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '4', '17', '228', '7', '32', '2018-02-01 00:00:00', '554.4323423', 'NSAS', '8', '1', '1'),
('39','Факт/Базовый/NSAS/3 м года/нет 7 4 за первый месяц','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '3', '17', '228', '3', '32', '2018-03-11 00:00:00', '221.312412414', 'NSAS', '8', '1', '1'),
('40','Факт/Базовый/NSAS/3 м года/нет данных за последний месяц','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '4', '17', '228', '7', '32', '2018-04-01 00:00:00', '554.4323423', 'NSAS', '8', '1', '1'),
('40','Факт/Базовый/NSAS/3 м года/нет данных за последний месяц','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '4', '17', '228', '7', '32', '2018-05-01 00:00:00', '499.3424234', 'NSAS', '8', '1', '1'),
('41','Факт/Базовый/NSAS/4 м года/нет данных за 2-ой месяц','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '4', '17', '228', '7', '32', '2018-07-01 00:00:00', '501.42424', 'NSAS', '8', '1', '1'),
('41','Факт/Базовый/NSAS/4 м года/нет данных за 2-ой месяц','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '4', '17', '228', '7', '32', '2018-09-01 00:00:00', '487.32323', 'NSAS', '8', '1', '1'),
('41','Факт/Базовый/NSAS/4 м года/нет данных за 2-ой месяц','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '4', '17', '228', '7', '32', '2018-10-01 00:00:00', '459.4414244', 'NSAS', '8', '1', '1'),
('41','Факт/Базовый/NSAS/4 м года/нет данных за 2-ой месяц','00034','Грузооборот брутто (т-км брутто в грузовом движении)', 'млн. ткм. бр.', '90', '51', '127', '5', '3', '17', '228', '3', '32', '2018-11-01 00:00:00', '44.1', 'NSAS', '8', '1', '1'),
('42','Факт/Базовый/ARM/5 м года/нет данных за 3-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2019-01-01 00:00:00', '3231.21314241421', 'ARM', '8', '1', '1'),
('42','Факт/Базовый/ARM/5 м года/нет данных за 3-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2019-02-01 00:00:00', '2891.2312413414', 'ARM', '8', '1', '1'),
('42','Факт/Базовый/ARM/5 м года/нет данных за 3-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2019-04-01 00:00:00', '3090.23213113123', 'ARM', '8', '1', '1'),
('42','Факт/Базовый/ARM/5 м года/нет данных за 3-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '3', '17', '228', '3', '40', '2019-05-04 00:00:00', '788.34731783', 'ARM', '8', '1', '1'),
('43','Факт/Базовый/ARM/6 м года/нет данных за 4-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2019-06-01 00:00:00', '3200.23123123123', 'ARM', '8', '1', '1'),
('43','Факт/Базовый/ARM/6 м года/нет данных за 4-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2019-07-01 00:00:00', '3001.32131231', 'ARM', '8', '1', '1'),
('43','Факт/Базовый/ARM/6 м года/нет данных за 4-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2019-08-01 00:00:00', '3120.321313132', 'ARM', '8', '1', '1'),
('43','Факт/Базовый/ARM/6 м года/нет данных за 4-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2019-10-01 00:00:00', '2988.21312312312', 'ARM', '8', '1', '1'),
('43','Факт/Базовый/ARM/6 м года/нет данных за 4-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '3', '17', '228', '3', '40', '2019-11-07 00:00:00', '898.213123123123', 'ARM', '8', '1', '1'),
('44','Факт/Базовый/ARM/7 м года/нет данных за 5-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2018-01-01 00:00:00', '3222.3123123123', 'ARM', '8', '1', '1'),
('44','Факт/Базовый/ARM/7 м года/нет данных за 5-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2018-02-01 00:00:00', '3001.32131231', 'ARM', '8', '1', '1'),
('44','Факт/Базовый/ARM/7 м года/нет данных за 5-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2018-03-01 00:00:00', '3100.41241441424', 'ARM', '8', '1', '1'),
('44','Факт/Базовый/ARM/7 м года/нет данных за 5-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2018-04-01 00:00:00', '2950.3123123123', 'ARM', '8', '1', '1'),
('44','Факт/Базовый/ARM/7 м года/нет данных за 5-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '4', '17', '228', '7', '40', '2018-06-01 00:00:00', '3008.123131313', 'ARM', '8', '1', '1'),
('44','Факт/Базовый/ARM/7 м года/нет данных за 5-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '90', '51', '127', '86', '3', '17', '228', '3', '40', '2018-07-06 00:00:00', '801.3123123123', 'ARM', '8', '1', '1'),
('45','Факт/Базовый/ARM/8 м года/нет данных за 6-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '149', '96', '127', '86', '4', '17', '228', '7', '40', '2019-01-01 00:00:00', '10500.323123123', 'ARM', '8', '1', '1'),
('45','Факт/Базовый/ARM/8 м года/нет данных за 6-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '149', '96', '127', '86', '4', '17', '228', '7', '40', '2019-02-01 00:00:00', '11200.23232323', 'ARM', '8', '1', '1'),
('45','Факт/Базовый/ARM/8 м года/нет данных за 6-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '149', '96', '127', '86', '4', '17', '228', '7', '40', '2019-03-01 00:00:00', '12009.321321231', 'ARM', '8', '1', '1'),
('45','Факт/Базовый/ARM/8 м года/нет данных за 6-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '149', '96', '127', '86', '4', '17', '228', '7', '40', '2019-04-01 00:00:00', '10322.213131', 'ARM', '8', '1', '1'),
('45','Факт/Базовый/ARM/8 м года/нет данных за 6-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '149', '96', '127', '86', '4', '17', '228', '7', '40', '2019-05-01 00:00:00', '11000.213123123', 'ARM', '8', '1', '1'),
('45','Факт/Базовый/ARM/8 м года/нет данных за 6-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '149', '96', '127', '86', '4', '17', '228', '7', '40', '2019-07-01 00:00:00', '11900.2131231223', 'ARM', '8', '1', '1'),
('45','Факт/Базовый/ARM/8 м года/нет данных за 6-ой месяц','00006','Начисленная выручка от перевозочных видов деятельности', 'млн.руб', '149', '96', '127', '86', '3', '17', '228', '3', '40', '2019-08-07 00:00:00', '2311.005', 'ARM', '8', '1', '1'),
('46','Факт/Базовый/ASRB/9 м года/нет данных за 7-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2019-01-01 00:00:00', '15', 'ASRB', '8', '1', '1'),
('46','Факт/Базовый/ASRB/9 м года/нет данных за 7-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2019-02-01 00:00:00', '16', 'ASRB', '8', '1', '1'),
('46','Факт/Базовый/ASRB/9 м года/нет данных за 7-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2019-03-01 00:00:00', '18', 'ASRB', '8', '1', '1'),
('46','Факт/Базовый/ASRB/9 м года/нет данных за 7-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2019-04-01 00:00:00', '19', 'ASRB', '8', '1', '1'),
('46','Факт/Базовый/ASRB/9 м года/нет данных за 7-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2019-05-01 00:00:00', '11', 'ASRB', '8', '1', '1'),
('46','Факт/Базовый/ASRB/9 м года/нет данных за 7-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2019-06-01 00:00:00', '14', 'ASRB', '8', '1', '1'),
('46','Факт/Базовый/ASRB/9 м года/нет данных за 7-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2019-08-01 00:00:00', '22', 'ASRB', '8', '1', '1'),
('46','Факт/Базовый/ASRB/9 м года/нет данных за 7-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '3', '17', '228', '3', '59', '2019-09-06 00:00:00', '5', 'ASRB', '8', '1', '1'),
('47','Факт/Базовый/ASRB/10 м года/нет данных за 8-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2018-01-01 00:00:00', '12', 'ASRB', '8', '1', '1'),
('47','Факт/Базовый/ASRB/10 м года/нет данных за 8-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2018-02-01 00:00:00', '15', 'ASRB', '8', '1', '1'),
('47','Факт/Базовый/ASRB/10 м года/нет данных за 8-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2018-03-01 00:00:00', '16', 'ASRB', '8', '1', '1'),
('47','Факт/Базовый/ASRB/10 м года/нет данных за 8-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2018-04-01 00:00:00', '18', 'ASRB', '8', '1', '1'),
('47','Факт/Базовый/ASRB/10 м года/нет данных за 8-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2018-05-01 00:00:00', '20', 'ASRB', '8', '1', '1'),
('47','Факт/Базовый/ASRB/10 м года/нет данных за 8-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2018-06-01 00:00:00', '21', 'ASRB', '8', '1', '1'),
('47','Факт/Базовый/ASRB/10 м года/нет данных за 8-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2018-07-01 00:00:00', '15', 'ASRB', '8', '1', '1'),
('47','Факт/Базовый/ASRB/10 м года/нет данных за 8-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '4', '17', '228', '7', '59', '2018-09-01 00:00:00', '14', 'ASRB', '8', '1', '1'),
('47','Факт/Базовый/ASRB/10 м года/нет данных за 8-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '284', '41', '127', '86', '3', '17', '228', '3', '59', '2018-10-08 00:00:00', '3', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2019-01-01 00:00:00', '12', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2019-02-01 00:00:00', '14', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2019-03-01 00:00:00', '22', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2019-04-01 00:00:00', '27', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2019-05-01 00:00:00', '15', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2019-06-01 00:00:00', '9', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2019-07-01 00:00:00', '6', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2019-08-01 00:00:00', '14', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2019-10-01 00:00:00', '21', 'ASRB', '8', '1', '1'),
('48','Факт/Базовый/ASRB/11 м года/нет данных за 9-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '3', '17', '228', '3', '59', '2019-11-09 00:00:00', '10', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-01-01 00:00:00', '15', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-02-01 00:00:00', '20', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-03-01 00:00:00', '18', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-04-01 00:00:00', '19', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-05-01 00:00:00', '22', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-06-01 00:00:00', '21', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-07-01 00:00:00', '10', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-08-01 00:00:00', '11', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-09-01 00:00:00', '25', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '4', '17', '228', '7', '59', '2018-11-01 00:00:00', '12', 'ASRB', '8', '1', '1'),
('49','Факт/Базовый/ASRB/12 м года/нет данных за 10-ой месяц','00056','Задержано вагонов по дорогам', 'вагон', '319', '92', '127', '86', '3', '17', '228', '3', '59', '2018-12-19 00:00:00', '6', 'ASRB', '8', '1', '1')
