('1','Факт/Среднесуточный/SAS/1ый месяц год/первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-01-01 00:00:00', '145.95', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-09-01 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-10-01 00:00:00', '241.454654456456', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-11-01 00:00:00', '232.2131231223', 'SAS', '8', '1', '1'),
('35','Факт/Среднесуточный/SAS/12 м года/не первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-12-11 00:00:00', '165.24234234', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-09-01 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-10-01 00:00:00', '241.454654456456', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-11-01 00:00:00', '232.2131231223', 'SAS', '8', '1', '1'),
('36','Факт/Среднесуточный/SAS/12 м года/последний день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-12-31 00:00:00', '244.232323', 'SAS', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-02-01 00:00:00', '207.714133333333', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-03-01 00:00:00', '213.004677419354', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-04-01 00:00:00', '210.1027', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-05-01 00:00:00', '202.062774193548', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-06-01 00:00:00', '215.847129032258', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-07-01 00:00:00', '218.6963', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-08-01 00:00:00', '227.076413671275', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-09-01 00:00:00', '232.521209331797', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-10-01 00:00:00', '237.96600499232', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2019-11-01 00:00:00', '243.410800652842', 'ARM', '8', '1', '1'),
('37','Факт/Среднесуточный/ARM/12 м года/нет данных за 1-ый  месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2019-12-03 00:00:00', '44089', 'ARM', '8', '1', '1'),
('38','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '3', '86', '4', '17', '228', '7', '54', '2019-01-01 00:00:00', '39', 'NSAS', '8', '1', '1'),
('39','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '3', '86', '4', '17', '228', '7', '54', '2019-02-01 00:00:00', '32.1', 'NSAS', '8', '1', '1'),
('39','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '3', '86', '4', '17', '228', '7', '54', '2019-03-01 00:00:00', '36.3', 'NSAS', '8', '1', '1'),
('39','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '3', '86', '4', '17', '228', '7', '54', '2019-04-01 00:00:00', '34.5', 'NSAS', '8', '1', '1'),
('39','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '3', '86', '4', '17', '228', '7', '54', '2019-05-01 00:00:00', '37.8', 'NSAS', '8', '1', '1'),
('39','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '3', '86', '4', '17', '228', '7', '54', '2019-08-01 00:00:00', '33.1', 'NSAS', '8', '1', '1'),
('39','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '3', '86', '4', '17', '228', '7', '54', '2019-09-01 00:00:00', '35.9', 'NSAS', '8', '1', '1'),
('39','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '3', '86', '4', '17', '228', '7', '54', '2019-10-01 00:00:00', '37.4', 'NSAS', '8', '1', '1'),
('39','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '5', '86', '4', '17', '228', '7', '54', '2019-11-01 00:00:00', '39.2', 'NSAS', '8', '1', '1'),
('39','Факт/Среднесуточный/NSAS/12 м года/нет данных за 6-ой и 7-ой месяц','00007','Участковая скорость', 'км/ч', '90', '51', '5', '86', '3', '17', '228', '3', '54', '2019-12-10 00:00:00', '24.6', 'NSAS', '8', '1', '1')
